Included in Data Table?,PaperID,ExpertiseIVOp,Abstract,Lead Author,Year,Title,Journal,Volume,Start Page,End Page,Database,Authors
9,1277,9,"This study applied an intervention program, based on video feedback and questioning, to expert female volleyball players to improve their tactical knowledge. The sample consisted of eight female attackers (26 +/- 2.6 years old) from the Spanish National Volleyball Team, who were divided into an experimental group (n = 4) and a control group (n = 4). The video feedback and questioning program applied in the study was developed over eight reflective sessions and consisted of three phases: viewing of the selected actions, self-analysis and reflection by the attacker, and joint player-coach analysis. The attackers were videotaped in an actual game and four clips (situations) of each of the attackers were chosen for each reflective session. Two of the clips showed a correct action by the attacker, and two showed an incorrect decision. Tactical knowledge was measured by problem representation with a verbal protocol. The members of the experimental group showed adaptations in long-term memory, significantly improving their tactical knowledge. With respect to conceptual content, there was an increase in the total number of conditions verbalized by the players; with respect to conceptual sophistication, there was an increase in the indication of appropriate conditions with two or more details; and finally, with respect to conceptual structure, there was an increase in the use of double or triple conceptual structures. The intervention program, based on video feedback and questioning, in addition to on-court training sessions of expert volleyball players, appears to improve the athletes' tactical knowledge.",Perla Moreno,2016,An Intervention Based on Video Feedback and Questioning to Improve Tactical Knowledge in Expert Female Volleyball Players,PERCEPTUAL AND MOTOR SKILLS,122,911,932,Web of Science,"Perla Moreno, M.; Moreno, Alberto; Garcia-Gonzalez, Luis; Urena, Aurelio; Hernandez, Cesar; Del Villar, Fernando"
9,1278,4,"Objective: To evaluate the effect of an intervention on the understanding and use of DNR orders by physicians; to assess the impact of understanding the importance of involving competent patients in DNR decisions.Design: Prospective clinical interventional study.Setting: Internal medicine department (70 beds) of the hospital of La Chaux-de-Fonds, Switzerland.Participants: Nine junior physicians in postgraduate training.Intervention: Information on the ethics of DNR and implementation of new DNR orders.Measurements and main results: Accurate understanding, interpretation, and use of DNR orders, especially with respect to the patients' involvement in the decision were measured. Junior doctors writing DNR orders had an extremely poor understanding of what DNR orders mean. The correct understanding of the definition of a DNR order increased from 31 to 93% (p<0.01) after the intervention and the patients' involvement went from 17% to 48% (p<0.01). Physicians estimated that 75% of their DNR patients were mentally competent of the time of the decision.Conclusion: An intervention aimed at explaining the ethical principles and the definition of DNR orders improves understanding of them, and their implementation, as well as patient participation. Specific efforts are needed to increase the involvement of mentally competent patients in the decision.",Perron,2002,Evaluation of do not resuscitate orders (DNR) in a Swiss community hospital,JOURNAL OF MEDICAL ETHICS,28,364,367,Web of Science,"Perron, NJ; Morabia, A; de Torrente, A"
9,1279,4,"Background: Prognostication after a stroke has important implications for care and for decisions made by patients and their families. It is not clear why clinicians, even experienced stroke neurologists, poorly estimate the risk of disability and death following stroke. Methods: We analyzed the results from the Clinician Judgment versus Risk Score to predict Stroke Outcomes study in which each clinician estimated the risk of death and the risk of death or disability in 5 case-based ischemic stroke scenarios. We employed a mixed-effect linear model to disentangle the ability of clinicians to discriminate between poor and good prognosis cases (slope) from the calibration of quantitative estimates (intercept), and to assess for any effect of anchoring in the death or disability condition (through a comparison with the death condition). Results: One hundred eleven clinicians made 1665 predictions. Clinicians were able to discriminate between cases with low and high risks of death (slope of .81, 95% confidence interval [CI].70-.93), but the quantitative estimates were not well calibrated (intercept of 5.14, 95% CI 3.97-6.33). The discrimination was poorer (slope of .67, 95% CI.60-.75), but the calibration was better (intercept of -.34, 95% CI -5.43 to 4.98) in the death or disability estimates. Conclusion: Poor stroke prognostication can be explained by poor calibration and an anchoring effect, which are both amenable to specific training interventions. (C) 2016 National Stroke Association. Published by Elsevier Inc. All rights reserved.",Persaud,2016,Why Clinicians Prognosticate Stroke Patients Poorly: Results from the Clinician Judgment versus Risk Score to Predict Stroke Outcomes Randomized Study,JOURNAL OF STROKE & CEREBROVASCULAR DISEASES,25,1349,1354,Web of Science,"Persaud, Nav; Thorpe, Kevin E.; Raptis, Stavroula R.; Saposnik, Gustavo"
9,1280,4,"Hematological malignancy patients not referred by their primary hematologist/medical oncologist suffer disparate access to allogeneic hematopoietic cell transplantation (HCT). However, investigation into physician, system and patient factors relevant to this decision making is lacking. We surveyed a national randomized sample of practicing hematologists/medical oncologists identified through the AMA (American Medical Association) masterfile. A modified Dillman approach was utilized to encourage survey response. From 1200 surveyed, a total of 113 physicians responded. In all, 68% were male, 62% identified as White/non-Hispanic, 79% practiced in non-academic settings and 80% reported spending 75-100% of their professional effort in clinical care. Using clinical vignettes, we detected significantly increased odds for HCT non-referral according to age (age 60 vs 30, odds ratio (OR) 8.3, 95% confidence interval (CI): 5.9-11.7, P<0.0001), insurance coverage (no coverage vs coverage, OR 6.9, 95% CI: 5.2-9.1, P<0.0001) and race (African-American vs Caucasian, OR 2.4, 95% CI: 1.9-2.9, P<0.0001). Physician (perception of HCT risks), system (insurance coverage) and patient (age, social support and co-morbid illness) factors were strongly endorsed by respondents as important determinants of their HCT referral practices. These data speak to important factors relevant to HCT referral practices, and highlight several opportunities for education and intervention to reduce current disparities. Bone Marrow Transplantation (2013) 48, 63-67; doi:10.1038/bmt.2012.95; published online 18 June 2012",Pidala,2013,Practice variation in physician referral for allogeneic hematopoietic cell transplantation,BONE MARROW TRANSPLANTATION,48,63,67,Web of Science,"Pidala, J.; Craig, B. M.; Lee, S. J.; Majhail, N.; Quinn, G.; Anasetti, C."
,1281,2,"This study determined if small-sided games could discriminate perceptual-cognitive-motor skill in Australian Rules Footballers. Higher skilled Western Australian Football League (WAFL) (n = 17) and lesser skilled Amateur (n = 23) players were recruited. Participants played three small-sided games of three minutes. Each disposal was scored for decision-making and motor skill execution, with these scores combined for a total score. Mann-Whitney U tests indicated significantly superior mean decision-making by higher skilled (Median = 2.90, Range = 0.30) over lesser skilled (Median = 2.80, Range = 0.73) (p = .012) players. Execution score was not significantly different between groups. Linear mixed model analysis found higher skilled players (M = 5.32, SD = 1.19) scored significantly higher than lower skilled players (M = 4.90, SD = 1.52) on total score (p = .009). Large effect sizes were found for decision-making and total score relative to games and position played in WAFL players. High agreement of scoring was observed for an elite (inter-rater) and a novice (intra-rater) coaches. Linear mixed model analysis indicated mean total scores of WAFL players significantly predicted disposal efficiency in match performance (p = .011). Small-sided games can be easily implemented to identify talented players and assess perceptual-cognitive-motor skill.",Piggott,2019,Small-sided games can discriminate perceptual-cognitive-motor capability and predict disposal efficiency in match performance of skilled Australian footballers,JOURNAL OF SPORTS SCIENCES,37,1139,1145,Web of Science,"Piggott, Ben; Mueller, Sean; Chivers, Paola; Cripps, Ashley; Hoyne, Gerard"
,1282,2,"Investigated how musicians and nonmusicians differentially perceive the dimensions of pitch and timbre. A categorization task was used in Exp 1 to assess Ss' ability to identify how 2 consecutively presented tones changed along these dimensions. A speeded classification task was used in Exp 2 to measure Ss' ability to ignore or take advantage of information in one dimension while attending to the other. The 2 groups differed in the degree to which variation along the dimensions influenced responses. Timbre variation affected nonmusicians' judgments of pitch more than the reverse. Musicians showed no such asymmetry. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Pitt,1994,Perception of pitch and timbre by musically trained and untrained listeners,Journal of Experimental Psychology: Human Perception and Performance,20,976,986,PsycARTICLES,"Pitt, Mark A."
9,1283,1,,Plant,2005,The consequences of race for police officers' responses to criminal suspects,PSYCHOLOGICAL SCIENCE,16,180,183,Web of Science,"Plant, EA; Peruche, BM"
9,1284,9,"83 mental health professionals employed at 2 inpatient settings participated in a study on the nature and justification of assessment and treatment decision making. Clinical psychologists, psychiatrists, a psychiatric nursing service staff group, social workers, nonpsychiatric physicians, physician assistants, mental health workers/psychiatric technicians who had at least a high school diploma, rehabilitation specialists, and psychiatric administrators completed a treatment decision questionnaire. It addressed several specific content areas relating to the types of assessment procedures, treatment goals, and treatment methods mental health professionals usually use, as well as the usual reason(s) for such procedures. Results showed that inpatient mental health professionals mostly relied on past success as well as logistical-practical factors in the determination and justification of assessment and treatment methods. Analyses of differences among inpatient institutions and mental health professionals are also presented. The conclusion was that, regardless of the specific assessment and treatment methods relied on, mental health professionals did use systematic decision procedures in choosing such methods. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Plaud,1993,An analysis of the nature and justification of treatment decisions in inpatient settings,Professional Psychology: Research and Practice,24,418,425,PsycARTICLES,"Plaud, Joseph J.;Vogeltanz, Nancy;Ackley, Frederick R."
9,1285,4,"Although experimental studies have documented systematic decision errors, many leading scholars believe that experience, competition, and large stakes will reliably extinguish biases. We test for the presence of a fundamental bias, loss aversion, in a high-stakes context: professional golfers' performance on the PGA Tour. Golf provides a natural setting to test for loss aversion because golfers are rewarded for the total number of strokes they take during a tournament, yet each individual hole has a salient reference point, par. We analyze over 2.5 million putts using precise laser measurements and find evidence that even the best golfers-including Tiger Woods-show evidence of loss aversion. (JEL D03, D81, L83)",Pope,2011,"Is Tiger Woods Loss Averse? Persistent Bias in the Face of Experience, Competition, and High Stakes",AMERICAN ECONOMIC REVIEW,101,129,157,Web of Science,"Pope, Devin G.; Schweitzer, Maurice E."
9,1286,2,"The ability of a group of Canadian federal parole officers to detect deception was investigated over the course of 2 days of lie detection training. On the 1st day of training, 32 officers judged the honesty of 12 (6 true, 6 fabricated) videotaped speakers describing personal experiences, half of which were judged before and half judged after training. On the second day, 5 weeks later, 20 of the original participants judged the honesty of another 12 videotapes (again, 6 pre- and 6 posttraining). To isolate factors relating to detection accuracy, 3 groups of undergraduate participants made judgments on the same 24 videotapes: (1) a feedback group, which received feedback on accuracy following each judgment, (2) a feedback + cue information group, which was given feedback and information on empirically based cues to deception, and (3) a control group, which did not receive feedback or cue information. Results indicate that at baseline all groups performed at or below chance levels. However, overall, all experimental groups became significantly better at detecting deception than the control group. By the final set of judgments, the parole officers were significantly more accurate than their baseline performance as well as significantly more accurate than the control group. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Porter,2000,"Truth, Lies, and Videotape: An investigation of the ability of federal parole officers to detect deception",Law and Human Behavior,24,643,658,PsycARTICLES,"Porter, Stephen;Woodworth, Mike;Birt, Angela R."
9,1287,4,"Background: Well-designed randomised clinical trials (RCTs) provide the best evidence to inform decision-making and should be the default option for evaluating surgical procedures. Such trials can be challenging, and surgeons' preferences may influence whether trials are initiated and successfully conducted and their results accepted. Preferences are particularly problematic when surgeons' views play a key role in procedure selection and patient eligibility. The bases of such preferences have rarely been explored. Our aim in this qualitative study was to investigate surgeons' preferences regarding the feasibility of surgical RCTs and their understanding of study design issues using breast reconstruction surgery as a case study.Methods: Semistructured qualitative interviews were undertaken with a purposive sample of 35 professionals practicing at 15 centres across the United Kingdom. Interviews were transcribed verbatim and analysed thematically using constant comparative techniques. Sampling, data collection and analysis were conducted concurrently and iteratively until data saturation was achieved.Results: Surgeons often struggle with the concept of equipoise. We found that if surgeons did not feel 'in equipoise', they did not accept randomisation as a method of treatment allocation. The underlying reasons for limited equipoise were limited appreciation of the methodological weaknesses of data derived from nonrandomised studies and little understanding of pragmatic trial design. Their belief in the value of RCTs for generating high-quality data to change or inform practice was not widely held.Conclusion: There is a need to help surgeons understand evidence, equipoise and bias. Current National Institute of Health Research/Medical Research Council investment into education and infrastructure for RCTs, combined with strong leadership, may begin to address these issues or more specific interventions may be required.",Potter,2014,Time to be BRAVE: is educating surgeons the key to unlocking the potential of randomised clinical trials in surgery? A qualitative study,TRIALS,15,,,Web of Science,"Potter, Shelley; Mills, Nicola; Cawthorn, Simon J.; Donovan, Jenny; Blazeby, Jane M."
9,1288,9,"Introduction: Limited knowledge of surgical device and service costs restricts a surgeon's ability to make cost efficient choices and contribute to the efficiency savings required by the NHS to reduce the financial deficit. This study aims to assess how aware surgeons are of surgical equipment and regularly used services.Methods: A single sided hard copy questionnaire asking for the estimate cost of 24 surgical devices/services was handed out to individuals at two separate UK annual conferences. Items and services which are regularly used and/or clinically significant were selected and, where possible, alternatives to those items were included for comparison. Participants were also asked for their grade and specialty. An estimate was deemed correct if it was within 20% of the actual cost. Planned subgroup analyses for grade and specialty were performed.Results: The 143 participants consisted of 23 (16%) consultants, 39 (27%) registrars, 33 (23%) SHOs and 48 (34%) foundation doctors. Of the 95 participants who were SHO grade or more senior, 67 (71%) work within general surgery. Across all items, only 9.6% of estimates were correct. There was no statistically significant difference between training levels (consultant 11.5%, registrar 10.1%, SHO 8.6%, foundation 8.9%; p = 0.253). Participants were significantly less successful in correctly estimating the cost of high value ( > 150 pound [USD $198; EUR (sic)175] ) items (8.5% vs. 11.1%); p = 0.011, and the cost of devices as compared to the cost of services (7.4% vs. 15.0%); p = 0.001.Conclusion: Surgeons across all grades and specialties have poor knowledge of device and service costs. It is important that this improves in order to allow surgeons to make a meaningful contribution to NHS efficiency savings by making informed decisions about their use of devices and services.",Povey,2019,Awareness of surgical expenditure amongst UK trainees and consultants: A questionnaire study,INTERNATIONAL JOURNAL OF SURGERY,67,8,12,Web of Science,"Povey, M.; Francis, N.; Healy, R.; Blacker, S.; Vimalachandran, D.; Sutton, P. A."
9,1289,9,"Objective: We sought to investigate whether expert-novice differences in visual search behavior found in other domains also apply to accident scenes and the emergency response domain. Background: Emergency service professionals typically arrive at accidents only after being dispatched when a civilian witness has called an emergency dispatch number. Differences in visual search behavior between the civilian witness (usually a novice in terms of emergency response) and the professional first responders (experts at emergency response) could thus result in the experts being given insufficient or erroneous information, which would lead them to arrive unprepared for the actual situation. Method: A between-subjects, controlled eye-tracking experiment with 20 novices and 17 experts (rescue and ambulance service personnel) was conducted to explore expert-novice differences in visual search of accident and control images. Results: The results showed that the experts spent more time looking at task-relevant areas of the accident images than novices did, as predicted by the information reduction hypothesis. The longer time was due to longer fixation durations rather than a larger fixation count. Conclusion: Expert-novice differences in visual search are present in the emergency domain. Given that this domain is essential to saving lives and also relies heavily on novices as the first link in the chain of response, such differences deserve further exploration. Application: Visual search behavior from experts can be used for training purposes. Eye-tracking studies of novices can be used to inform the design of emergency dispatch interviews.",Prytz,2018,Fixation Differences in Visual Search of Accident Scenes by Novices and Expert Emergency Responders,HUMAN FACTORS,60,1219,1227,Web of Science,"Prytz, Erik G.; Noren, Caroline; Jonson, Carl-Oscar"
9,1290,9,"Objective: The purpose of this study was to assess pediatric psychology trainees’ perceived knowledge and understanding of clinical and ethical/professional issues in the area of treatment adherence. A secondary goal was to determine trainees’ needs and preferences for additional adherence-related training. Method: Seventy-nine trainees consisting of graduate students (49.4%), doctoral interns (20.2%), and postdoctoral fellows (30.4%) completed the Adherence Training Needs Assessment, a 26-item survey created by Adherence Special Interest Group leaders and approved by the Executive Board of the Society of Pediatric Psychology. This survey assessed trainee’s experiences, perceived competencies, training barriers, and desire and recommendations for additional training in the areas of adherence assessment, intervention, and ethical and professional issues. Results: Findings highlight adherence training gaps across several domains, notably evidence-based assessment, intervention, and theoretical knowledge. The vast majority of trainees endorsed a desire to enhance their adherence competencies through hands-on clinical training and increased access to adherence resources. Conclusions: To continue Society of Pediatric Psychology’s commitment to training pediatric psychologists, this paper highlights current challenges and novel opportunities to provide optimal adherence training. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)",Psihogios,2019,Adherence knowledge and education needs among pediatric psychology trainees: A needs assessment and recommendations,Clinical Practice in Pediatric Psychology,,,,PsycARTICLES,"Psihogios, Alexandra M.;Gutiérrez-Colina, Ana M.;Iskander, Jeannette M.;Wasserman, Rachel M.;Ramsey, Rachelle R."
9,1291,9,"Purpose To identify and analyse variations in self-reported decision-making strategies between medical professionals of different specialty and grade.Study design We conducted a cross-sectional survey of doctors of different specialities and grades at St. George's Hospital, London, UK. We administered 226 questionnaires asking participants to assign proportions of their clinical decision-making behaviour to four strategies: intuitive, analytical, rule-based and creative.Results We found that physicians said they used rule-based decision-making significantly more than did surgeons and anaesthetists (p = 0.025) and analytical decision-making strategies significantly less (p = 0.003). In addition, we found that both intuitive (p = 0.0005) and analytical (p = 0.0005) decision-making had positive associations with increasing experience, whereas rulebased decision-making was negatively associated with greater experience (p = 0.0005).Conclusions Decision-making strategies may evolve with increasing clinical experience from a predominant use of rule-based approaches towards greater use of intuitive or analytical methods depending on the familiarity and acuity of the clinical situation. Rule-based strategies remain important for delivering evidencebased care, particularly for less experienced clinicians, and for physicians more than surgeons, possibly due to the greater availability and applicability of guidelines for medical problems. Anaesthetists and intensivists tend towards more analytical decision-making than physicians; an observation which might be attributable to the greater availability and use of objective data in the care environment. As part of broader training in nontechnical skills and human factors, increasing awareness among trainees of medical decision-making models and their potential pitfalls might contribute to reducing the burden of medical error in terms of morbidity, mortality and litigation.",Pumphrey,2019,"Head, heart or checklist? How self-reported decision-making strategies change according to speciality and grade: a cross-sectional survey of doctorsn",POSTGRADUATE MEDICAL JOURNAL,95,148,154,Web of Science,"Pumphrey, Oliver; Grenville, Jack; Colquhoun, Matthew; Mullins, Barry; Earls, Patrick; Eaton, Simon; Cleeve, Stewart"
9,1292,4,"OBJECTIVE: The optimization of a diagnosis process and fluency in the Health Care sector in Romania. A key to discover this complex process was to determine a correlation between the physicians and the use of information technology, on one side and the patients' perspective on the other.HYPOTHESIS: Integrating information technology in a physician's activity will lead to lower costs and less time spent while diagnosing patients. Using the electronic medical records and introducing a unified database with the patients' medical histories will make the process of diagnosis easier.METHODS: We studied the diagnosis from the point of view of 304 patients in a public hospital and 320 physicians working there.RESULTS: We believed that time and accessibility to different physicians makes the diagnosis process a burden for a patient and implicitly lead to dissatisfaction with health care services. We supposed that the burden of diagnosis for physicians comes from the lack of Internet connection and computer usage knowledge. We have found out that most physicians know how to use the computer at an intermediate level and have access to Internet, online journals and databases and do not use emails to a higher extent to communicate to other specialists, but do not rely entirely on the electronic medical records. Most physicians think that it is not technology, which stands in the way of proper and fast diagnosis but the financing and the paper work from the Romanian health system. Solutions that might be taken into account to entirely motivate physicians to use electronic medical records are: 1. Adjustments can be made to the computer software interface in order to make the design more consistent (to eliminate the paper forms) and user friendly. 2. Physicians can be provided with more training and knowledge.DISCUSSION: After some statistical tests have been applied to find a correlation between the chosen variables, we have reached the conclusion that the results are encouraging and there is no correlation between the degree of the impact of Preventive Medicine and the healthy behavior of the respondents.",Purcarea,2011,Optimizing the technological and informational relationship of the health care process and of the communication between physician and patient--factors that have an impact on the process of diagnosis from the physician's and the patient's perspectives.,Journal of medicine and life,4,198,206,Web of Science,"Purcarea, V L; Petrescu, D G; Gheorghe, I R; Petrescu, C M"
,1293,2,"When claimants press their claims without counsel, they fail at virtually every stage of civil litigation and overwhelmingly fail to obtain meaningful access to justice. This research program harnesses psychological science to experimentally test a novel hypothesis: mainly, a claimant's pro se status itself sends a signal that biases decision making about the claimant and her claim. We conducted social psychological experiments with the public (N=157), law students (N=198), and employment discrimination lawyers (N=39), holding the quality and merit of a Title VII sex discrimination case constant. In so doing, we examined whether a claimant's pro se status itself shapes stereotypes held about the claimant and biases decision making about settlement awards. These experiments reveal that pro se status influences stereotypes of claimants and settlement awards received. Moreover, the signaling effect of pro se status is exacerbated by socialization in the legal profession. Among law-trained individuals (i.e., law students and lawyers), a claimant's pro se status generates negative stereotypes about the claimant and these negative stereotypes explain the adverse effect of pro se status on decision making about settlement awards.",Quintanilla,2017,The Signaling Effect of Pro se Status,LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,42,1091,1121,Web of Science,"Quintanilla, Victor D.; Allen, Rachel A.; Hirt, Edward R."
9,1294,9,"Three experiments examined factors responsible for improvement in visual search. In Exp I, 60 undergraduate Ss were trained for 3,000 trials to search for a set of target letters among a set of background letters. After intervals of 2, 4, or 6 wks without further practice they were retested. Negative transfer suggested that memory for specific cue systems distinguishing target from background letters is retained for as long as 4 wks. Exp II examined performance of 3 highly practiced 22–28 yr old psychologists. After 25 days practice, variations in the size of the target set no longer affected search time. This could not be explained by learning of specific cue systems. Exp III, with a 39-yr-old psychologist, suggested that practiced Ss achieve this high level of competence by learning to make 2 independent successive decisions, first to locate any member of the target set on the display and next to identify which particular member of the target set has been located. (26 ref) (PsycINFO Database Record (c) 2018 APA, all rights reserved)",Rabbitt,1979,"Improvement, learning and retention of skill at visual search",The Quarterly Journal of Experimental Psychology,31,441,459,PsycINFO,"Rabbitt, Patrick;Cumming, Geoffrey;Vyas, Subhash"
9,1295,4,"The interpretation of cognitive test scores often leads to decisions concerning the diagnosis, educational placement, and types of interventions used for children. Therefore, it is important that practitioners administer and score cognitive tests without error. This study assesses the frequency and types of examiner errors that occur during the administration and scoring of the Woodcock-Johnson III Tests of Cognitive Abilities (WJ III COG). Data from 36 graduate students across 108 test records revealed a total of 500 errors across all records. Further analyses indicated three frequently occurring errors, including the use of incorrect ceilings, failure to record errors, and failure to encircle the correct row for the total number correct. The results of this study may be used to inform training programs so that appropriate steps can be taken to decrease the number of examiner errors on the WJ III COG and similar cognitive test batteries. (C) 2009 Wiley Periodicals, Inc.",Ramos,2009,GRADUATE STUDENTS' ADMINISTRATION AND SCORING ERRORS ON THE WOODCOCK-JOHNSON III TESTS OF COGNITIVE ABILITIES,PSYCHOLOGY IN THE SCHOOLS,46,650,657,Web of Science,"Ramos, Erica; Alfonso, Vincent C.; Schermerhorn, Susan M."
9,1296,4,"Information on causes of death is critical for informed decision making in the health sector. This paper reports findings from a study that measured the accuracy of registered causes of death and quality of medical records for a sample of deaths occurring in hospitals in Colombo, Sri Lanka. Five physicians, trained in medical certification of cause of death, reconstructed death certificates for hospital deaths from medical records and assessed the quality of medical records for this purpose. The majority of medical records were found to be of average quality. Concordance between the underlying cause of death in the vital registration data and that from the 'gold standard' (medical records review) diagnosis was 41.4% (n=249). The sensitivity of all leading causes of death and positive predictive value were below 67%. Major misclassification errors were found in identifying deaths due to vascular diseases and diabetes mellitus. Certified causes of death in Sri Lanka are frequently incorrect, thus limiting their value for health policy and for monitoring progress towards development goals. Sri Lanka, and other countries at a similar level of statistical development, should consider periodically conducting research to evaluate the quality of cause of death reporting at both local and national levels.",Rampatige,2013,Assessing the reliability of Causes of Death reported by the Vital Registration System in Sri Lanka: Medical Records review in Colombo,HEALTH INFORMATION MANAGEMENT JOURNAL,42,20,28,Web of Science,"Rampatige, Rasika; Gamage, Saman; Peiris, Sharika; Lopez, Alan D."
9,1297,4,"Studied the processes of medical and political decision making among family physicians when 2 and 3 options were presented. Questionnaires detailing drug-choice scenarios for a patient with hip joint osteoarthritis were completed by 287 Canadian family physicians. 352 Canadian and American neurologists and neurosurgeons completed questionnaires involving carotid artery surgery priority. Questionnaires involving a hospital closing decision were completed by 41 legislators in Ontario, Canada. The default alternative of maintaining the status quo was chosen by 72% of family physicians and 64% of legislators when 3 options were offered. Neurosurgeons and neurologists offered 3 options chose the least similar patient 58% of the time. Adding alternatives was seen as increasing the probability of maintaining the status quo. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Redelmeier,1995,Medical decision making in situations that offer multiple alternatives,JAMA: Journal of the American Medical Association,273,302,305,PsycINFO,"Redelmeier, Donald A.;Shafir, Eldar"
9,1298,4,"Tested whether clinicians made different decisions if they pursued information than if they received the same information from the start. 171 dialysis nurses, 461 practicing urologists, and 574 academic physicians participated. Surveys were sent to each group containing medical scenarios formulated in 1 of 2 versions. The simple version of each scenario presented a choice between 2 solutions. The search version presented the same choice but only after some information had been missing and subsequently obtained. In 1 scenario involving a personal choice about kidney donation, more dialysis nurses were willing to donate when they 1st decided to be tested for compatibility and were found suitable than when they knew they were suitable from the start. Similar discrepancies were found in decisions made by practicing urologists concerning surgery for a patient with prostate cancer and in decisions of academic physicians considering emergency management for a patient with acute chest pain. The pursuit of information can increase its salience and cause clinicians to assign more importance to the information than if the same information was immediately available. An awareness of this cognitive bias may lead to improved decision making in difficult medical situations. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",Redelmeier,2001,The beguiling pursuit of more information,Medical Decision Making,21,376,381,PsycINFO,"Redelmeier, Donald A.;Shafir, Eldar;Aujla, Prince S."
9,1299,4,"Two experiments investigated postdecision memory bias and evidence order in auditing. The experimental setting replicated a 2-stage decision task in which auditors decide whether they substantially doubt an audit client's ability to remain in business. In the 1st stage, an audit senior documents evidence after making an initial decision, and in the 2nd stage, an audit partner makes a final decision from evidence filed by the senior. The results reveal that seniors' decisions bias their postdecision recognition of evidence, and that the order in which seniors arrange evidence affects audit partners' decisions. The study documents, and offers recommendations to overcome, the potential for memory bias and evidence order to undermine substantial-doubt decisions. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",Ricchiute,1998,"Evidence, memory, and causal order in a complex audit decision task",Journal of Experimental Psychology: Applied,4,3,15,PsycARTICLES,"Ricchiute, David N."
9,1300,4,"Construct: Authors examined whether a new vignette-based instrument could isolate and quantify heuristic bias. Background: Heuristics are cognitive shortcuts that may introduce bias and contribute to error. There is no standardized instrument available to quantify heuristic bias in clinical decision making, limiting future study of educational interventions designed to improve calibration of medical decisions. This study presents validity data to support a vignette-based instrument quantifying bias due to the anchoring, availability, and representativeness heuristics. Approach: Participants completed questionnaires requiring assignment of probabilities to potential outcomes of medical and nonmedical scenarios. The instrument randomly presented scenarios in one of two versions: Version A, encouraging heuristic bias, and Version B, worded neutrally. The primary outcome was the difference in probability judgments for Version A versus Version B scenario options. Results: Of 167 participants recruited, 139 enrolled. Participants assigned significantly higher mean probability values to Version A scenario options ( M = 9.56, SD = 3.75) than Version B ( M = 8.98, SD = 3.76), t (1801) = 3.27, p = .001. This result remained significant analyzing medical scenarios alone (Version A, M = 9.41, SD = 3.92; Version B, M = 8.86, SD = 4.09), t (1204) = 2.36, p = .02. Analyzing medical scenarios by heuristic revealed a significant difference between Version A and B for availability (Version A, M = 6.52, SD = 3.32; Version B, M = 5.52, SD = 3.05), t (404) = 3.04, p = .003, and representativeness (Version A, M = 11.45, SD = 3.12; Version B, M = 10.67, SD = 3.71), t (396) = 2.28, p = .02, but not anchoring. Stratifying by training level, students maintained a significant difference between Version A and B medical scenarios (Version A, M = 9.83, SD = 3.75; Version B, M = 9.00, SD = 3.98), t (465) = 2.29, p = .02, but not residents or attendings. Stratifying by heuristic and training level, availability maintained significance for students (Version A, M = 7.28, SD = 3.46; Version B, M = 5.82, SD = 3.22), t (153) = 2.67, p = .008, and residents (Version A, M = 7.19, SD = 3.24; Version B, M = 5.56, SD = 2.72), t (77) = 2.32, p = .02, but not attendings. Conclusions: Authors developed an instrument to isolate and quantify bias produced by the availability and representativeness heuristics, and illustrated the utility of their instrument by demonstrating decreased heuristic bias within medical contexts at higher training levels. (PsycINFO Database Record (c) 2018 APA, all rights reserved) (Source: journal abstract)",Richie,2018,"Quantifying heuristic bias: Anchoring, availability, and representativeness",Teaching and Learning in Medicine,30,67,75,PsycINFO,"Richie, Megan;Josephson, S. Andrew"
9,1301,4,"An international survey has been undertaken to assess variation in professional assessment of orthodontic treatment need. Ninety-seven orthodontists from nine countries examined a standard sample of 240 dental study casts to judge the need for orthodontic treatment in terms of dental health, dental esthetics, and deviation from normal. Participants also indicated their assessment of treatment complexity and whether they would recommend treatment. Practitioners' subjective assessments were found to be only moderately reliable overall. Of the cases examined, 67% obtained a consensus of 80% or greater on the need for treatment. Logistic regression equations were derived to explain the observed variation in treatment decisions. It was found that occlusal traits from the dental casts were highly predictive of the treatment decision, and that the practitioners' country of origin and payment methods are important influences on prescribing behavior. The treatment decisions were predicted with an accuracy of 84% by using occlusal score values for the dental esthetics, the degree of upper arch crowding, the presence of crossbite, the anterior overbite, and the buccal segment sagittal relationship. It is suggested that these traits may form the basis for an internationally validated index of treatment need for use in clinical audit and orthodontic research.",Richmond,1998,International comparisons of professional assessments in orthodontics: Part 1 - Treatment need,AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,113,180,185,Web of Science,"Richmond, S; Daniels, CP"
